"date","time","load_act"
"20210214","0300","7"
"20210214","0400","7"
"20210214","0500","6"
"20210214","0600","5"
"20210214","0700","5"
"20210214","0800","5"
"20210214","0900","4"
"20210214","1000","4"
"20210214","1100","4"
"20210214","1200","5"
"20210214","1300","4"
"20210214","1400","4"
"20210214","1500","5"
"20210214","1600","5"
"20210214","1700","6"
"20210214","1800","9"
"20210214","1900","10"
"20210214","2000","12"
"20210214","2100","13"
"20210214","2200","15"
"20210214","2300","16"
"20210215","0000","18"
"20210215","0100","19"
"20210215","0200","15"
"20210215","0300","16"
"20210215","0400","15"
"20210215","0500","13"
"20210215","0600","17"
"20210215","0700","18"
"20210215","0800","18"
"20210215","0900","20"
"20210215","1000","22"
"20210215","1100","20"
"20210215","1200","16"
"20210215","1300","18"
"20210215","1400","19"
"20210215","1500","20"
"20210215","1600","22"
"20210215","1700","23"
"20210215","1800","21"
"20210215","1900","21"
"20210215","2000","23"
"20210215","2100","27"
"20210215","2200","29"
"20210215","2300","32"
"20210216","0000","35"
"20210216","0100","34"
"20210216","0200","32"
"20210216","0300","33"
"20210216","0400","33"
"20210216","0500","32"
"20210216","0600","31"
"20210216","0700","32"
"20210216","0800","30"
"20210216","0900","30"
"20210216","1000","30"
"20210216","1100","29"
"20210216","1200","28"
"20210216","1300","29"
"20210216","1400","29"
"20210216","1500","28"
"20210216","1600","26"
"20210216","1700","24"
"20210216","1800","22"
"20210216","1900","24"
"20210216","2000","23"
"20210216","2100","21"
"20210216","2200","21"
"20210216","2300","22"
"20210217","0000","21"
"20210217","0100","20"
"20210217","0200","21"
"20210217","0300","21"
"20210217","0400","23"
"20210217","0500","25"
"20210217","0600","25"
"20210217","0700","23"
"20210217","0800","21"
"20210217","0900","19"
"20210217","1000","22"
"20210217","1100","24"
"20210217","1200","24"
"20210217","1300","25"
"20210217","1400","26"
"20210217","1500","27"
"20210217","1600","28"
"20210217","1700","29"
"20210217","1800","28"
"20210217","1900","28"
"20210217","2000","27"
"20210217","2100","24"
"20210217","2200","25"
"20210217","2300","24"
"20210218","0000","23"
"20210218","0100","22"
"20210218","0200","22"
"20210218","0300","23"
"20210218","0400","22"
"20210218","0500","22"
"20210218","0600","21"
"20210218","0700","21"
"20210218","0800","19"
